http://linea.claims, [1, 1, 1, 1, 1]
https://jh0.2e9.myftpupload.com/Folder/fix/onaas/ANO11/dossier/page-1.html, [0, 1, 1, -1, -1]
http://theflamboyant.net/cssblog/redirect-to-google, [1, 1, 1, -1, 1]
https://ipfs.io/ipfs/QmS8BidBz6iEr8mKZafBEzJQxgxngsWxxodstXD7fMkQnz/index2rig2-0908.html#aaaa@example.jp, [-1, -1, 1, -1, 1]
http://aavev3.cloud, [1, 1, 1, 1, 1]
https://infosafe-loginauto.quihome.eu/login/CustomerService.php?verification#_, [-1, 1, 1, -1, 0]
http://www.metamask.io.merge.dailykashtkar.com, [1, 1, 1, 1, -1]
https://mxionos.editorx.io/ionos-webmail#redacted@abuse.ionos.com, [0, -1, 1, -1, 1]
https://onedemande222.cleverapps.io/F004f19441/00951124a.php?web=succes&local=_&id=54068702, [-1, 1, 1, 1, 1]
https://apppostfi-rafetskrijelj639200.codeanyapp.com/apps/clients/login.php?verification#_, [-1, 1, 1, -1, 0]
https://khdli077.systeme.io/, [1, 1, 1, 1, 0]
https://track-trace-dp.icu/Referenzcode/97700120179761/, [0, 1, 1, -1, 1]
https://pridefulmoon.com/forums/archive/ZMIQ9E542GCZL79/8WuY4RLd/UAVMGU/IPAMHOdIvaLthMle5/?utm_source=podia&utm_medium=broadcast&utm_campaign=1576594, [-1, 1, 1, 1, 1]
https://saves.modeve.co/assets/socicon/css/css/, [1, 1, 1, 1, 0]
http://linea.claims, [1, 1, 1, 1, 1, 0]
https://jh0.2e9.myftpupload.com/Folder/fix/onaas/ANO11/dossier/page-1.html, [0, 1, 1, -1, -1, 0]
http://theflamboyant.net/cssblog/redirect-to-google, [1, 1, 1, -1, 1, 0]
https://ipfs.io/ipfs/QmS8BidBz6iEr8mKZafBEzJQxgxngsWxxodstXD7fMkQnz/index2rig2-0908.html#aaaa@example.jp, [-1, -1, 1, -1, 1, 0]
http://aavev3.cloud, [1, 1, 1, 1, 1, 0]
https://infosafe-loginauto.quihome.eu/login/CustomerService.php?verification#_, [-1, 1, 1, -1, 0, 0]
http://www.metamask.io.merge.dailykashtkar.com, [1, 1, 1, 1, -1, 0]
https://mxionos.editorx.io/ionos-webmail#redacted@abuse.ionos.com, [0, -1, 1, -1, 1, 0]
http://linea.claims, [1, 1, 1, 1, 1, 0]
https://jh0.2e9.myftpupload.com/Folder/fix/onaas/ANO11/dossier/page-1.html, [0, 1, 1, -1, -1, 0]
http://theflamboyant.net/cssblog/redirect-to-google, [1, 1, 1, -1, 1, 0]
https://ipfs.io/ipfs/QmS8BidBz6iEr8mKZafBEzJQxgxngsWxxodstXD7fMkQnz/index2rig2-0908.html#aaaa@example.jp, [-1, -1, 1, -1, 1, 0]
http://aavev3.cloud, [1, 1, 1, 1, 1, 0]
https://infosafe-loginauto.quihome.eu/login/CustomerService.php?verification#_, [-1, 1, 1, -1, 0, 0]
http://linea.claims, [1, 1, 1, 1, 1, -1]
https://jh0.2e9.myftpupload.com/Folder/fix/onaas/ANO11/dossier/page-1.html, [0, 1, 1, -1, -1, -1]
http://theflamboyant.net/cssblog/redirect-to-google, [1, 1, 1, -1, 1, -1]
https://ipfs.io/ipfs/QmS8BidBz6iEr8mKZafBEzJQxgxngsWxxodstXD7fMkQnz/index2rig2-0908.html#aaaa@example.jp, [-1, -1, 1, -1, 1, -1]
http://aavev3.cloud, [1, 1, 1, 1, 1, -1]
https://infosafe-loginauto.quihome.eu/login/CustomerService.php?verification#_, [-1, 1, 1, -1, 0, -1]
http://www.metamask.io.merge.dailykashtkar.com, [1, 1, 1, 1, -1, -1]
https://mxionos.editorx.io/ionos-webmail#redacted@abuse.ionos.com, [0, -1, 1, -1, 1, -1]
https://onedemande222.cleverapps.io/F004f19441/00951124a.php?web=succes&local=_&id=54068702, [-1, 1, 1, 1, 1, -1]
https://apppostfi-rafetskrijelj639200.codeanyapp.com/apps/clients/login.php?verification#_, [-1, 1, 1, -1, 0, -1]
https://khdli077.systeme.io/, [1, 1, 1, 1, 0, -1]
https://track-trace-dp.icu/Referenzcode/97700120179761/, [0, 1, 1, -1, 1, -1]
http://linea.claims, [1, 1, 1, 1, 1, -1]
https://jh0.2e9.myftpupload.com/Folder/fix/onaas/ANO11/dossier/page-1.html, [0, 1, 1, -1, -1, -1]
http://theflamboyant.net/cssblog/redirect-to-google, [1, 1, 1, -1, 1, -1]
https://ipfs.io/ipfs/QmS8BidBz6iEr8mKZafBEzJQxgxngsWxxodstXD7fMkQnz/index2rig2-0908.html#aaaa@example.jp, [-1, -1, 1, -1, 1, -1]
http://aavev3.cloud, [1, 1, 1, 1, 1, -1]
https://infosafe-loginauto.quihome.eu/login/CustomerService.php?verification#_, [-1, 1, 1, -1, 0, -1]
http://www.metamask.io.merge.dailykashtkar.com, [1, 1, 1, 1, -1, -1]
https://mxionos.editorx.io/ionos-webmail#redacted@abuse.ionos.com, [0, -1, 1, -1, 1, -1]
https://onedemande222.cleverapps.io/F004f19441/00951124a.php?web=succes&local=_&id=54068702, [-1, 1, 1, 1, 1, -1]
https://apppostfi-rafetskrijelj639200.codeanyapp.com/apps/clients/login.php?verification#_, [-1, 1, 1, -1, 0, -1]
https://khdli077.systeme.io/, [1, 1, 1, 1, 0, -1]
https://track-trace-dp.icu/Referenzcode/97700120179761/, [0, 1, 1, -1, 1, -1]
https://pridefulmoon.com/forums/archive/ZMIQ9E542GCZL79/8WuY4RLd/UAVMGU/IPAMHOdIvaLthMle5/?utm_source=podia&utm_medium=broadcast&utm_campaign=1576594, [-1, 1, 1, 1, 1, -1]
https://saves.modeve.co/assets/socicon/css/css/, [1, 1, 1, 1, 0, -1]
https://charmed-frosted-cross.glitch.me/apegf.html#redacted@abuse.ionos.com, [-1, -1, 1, -1, 1, -1]
http://walletconnectaf.cf, [1, 1, 1, 1, 1, -1]
http://enkrpt.com, [1, 1, 1, 1, 1, -1]
http://aavedex.org, [1, 1, 1, 1, 1, -1]
http://agodaresv.com/index/index/home.html, [1, 1, 1, 1, 1, -1]
http://agodaresv.uk/index/index/home.html, [1, 1, 1, 1, 1, -1]
http://byzwuliigf.duckdns.org, [1, 1, 1, 1, 1, -1]
http://axxrspnmjz.duckdns.org, [1, 1, 1, 1, 1, -1]
http://zxtrpfcawv.duckdns.org, [1, 1, 1, 1, 1, -1]
http://zwsodawuqm.duckdns.org, [1, 1, 1, 1, 1, -1]
http://zvvutsjkhd.duckdns.org, [1, 1, 1, 1, 1, -1]
http://zolklkgvsq.duckdns.org, [1, 1, 1, 1, 1, -1]
https://sp804376.sitebeat.crazydomains.com/, [1, 1, 1, 1, -1, -1]
http://www.orlentrade.top/, [1, 1, 1, 1, 1, -1]
https://www.orlentrade.top:443/, [1, 1, 1, 1, 1, -1]
https://www.orlentrade.top/, [1, 1, 1, 1, 1, -1]
